content,post,postid,postlink,has_tags,thumbsup,comment,retweet,nicknameid,postidname,regis_time,following,follower
"Can you reduce your lifetime healthcare costs by staying health? Research says otherwise. To learn more please click on the link to our website below. #Finance #Healthcare #WealthManagement

https://t.co/4i5R0xywhz",2023/12/6 19:00,1.73248E+18,https://twitter.com/markminervini/status/1732475117031354451,"Finance
Healthcare
WealthManagement",0,0,0,Paul A. Noceti,PaulNocetiMS,Mon Feb 13 14:34:40 +0000 2012,59,282
"Preparing for your long-term care needs is an important part of retirement planning. Is long-term care insurance worth it for you? Learn about the types of coverage available and how to choose the right plan. 
https://t.co/W5swx7v5NP https://t.co/pjo8D4frQH",2023/12/6 19:00,1.73248E+18,https://twitter.com/markminervini/status/1732475123209269675,,0,0,0,Lund Wealth Management,Lundwealth2,Wed Feb 19 16:34:23 +0000 2020,8,0
"We look forward to seeing you at WealthStack 2024!

*Limited time offer* - First 100 advisors attend for free! Use code __IRST100ADV_ at checkout, but hurry, this offer expires Friday, December 15th (subject to verification).

Register now: https://t.co/QWh7MzgX0O

#WealthStack https://t.co/eATxo0Wfnj",2023/12/6 19:00,1.73248E+18,https://twitter.com/markminervini/status/1732475019555467669,WealthStack,0,0,0,WealthStack (Part of Wealth Management EDGE),wealth__stack,Mon Feb 18 14:57:45 +0000 2019,2360,162
Is Your Retirement Plan Still On Track? Let's Talk. https://t.co/n3y9DvIDGx,2023/12/6 19:00,1.73247E+18,https://twitter.com/markminervini/status/1732474996910375252,,0,0,0,Annex Wealth Management,AnnexWealth,Tue Jan 17 21:45:34 +0000 2023,24,35
"How can you scale through cooperation?

Find partners and community to share:

__ï¸ Technology

___________ Talent

__ Data

_ Relationships

How? Learn by reading Form Your Own Pack 
by Michael Devellano",2023/9/29 08:32,1.70767E+18,https://twitter.com/markminervini/status/1707674671070507514,,10,0,0,Founders Pack,thefounderspack,Sun Jun 05 18:17:52 +0000 2022,16980,6776
"Opportunities abound in the markets, even during periods when the economy appears ripe for a regime shift. Recent growth metrics surprised to the upside, but leading indicators point toward some downside risk.

Learn more: https://t.co/wBkVCgo6vG https://t.co/l2lvqMkpwS",2023/12/6 19:00,1.73247E+18,https://twitter.com/markminervini/status/1732474996692263050,,0,0,0,Forth Wealth Management,ForthWealth,Wed Nov 08 15:52:22 +0000 2023,1,7
"Inflation is trending lower, the consumer is still spending but at a slower pace, and the Fed could end its rate-hiking campaign without much pain inflicted on the economy. Look ahead in our #MarketCommentary

https://t.co/HIepJ0Hg46 https://t.co/Kj9jeroQG3",2023/12/6 19:00,1.73247E+18,https://twitter.com/markminervini/status/1732474994993566180,MarketCommentary,1,0,0,Shoreline Wealth Management,Shoreline_WM,Tue Aug 03 15:28:01 +0000 2021,34,38
"New IRS limits aim to encourage adequate planning and boost participation.

#retirementsavings #savingsgap #IRS #newcontributionlimits #catchupcontributions #IRAS #retirementplanning

https://t.co/jSzm2Rw86w",2023/12/6 18:58,1.73247E+18,https://twitter.com/markminervini/status/1732474642915295409,"retirementsavings
savingsgap
IRS
newcontributionlimits
catchupcontributions
IRAS
retirementplanning",0,0,0,"Dominion Wealth Management, LLC",Dominion_WM,Thu Feb 11 20:54:44 +0000 2021,14,85
"Year-end w/ @awealthofcs and @michaelbatnick 

*charts that defined 2023
*wealth management insights
*harnessing @ycharts

Tune in !

LFG https://t.co/KvgDy1iZPF",2023/12/6 18:58,1.73247E+18,https://twitter.com/markminervini/status/1732474516394156394,,4,0,0,"Blake B. Millard, CFA",BlakeMillardCFA,Wed Aug 24 13:07:24 +0000 2011,3505,769
"Now Hiring: Business Line Risk Professional- Wealth Management at U.S. Bank (Earth City, MO) https://t.co/x4wTyPuRYU #compliance #regulatory",2023/12/6 18:52,1.73247E+18,https://twitter.com/markminervini/status/1732473119242416234,"compliance
regulatory",0,0,0,ComplyApply.com,complyapplyjobs,Fri Aug 28 02:03:52 +0000 2020,364,2771
"Before giving your adult children a financial hand-up, understand the implications to your financial plan. McInroy  Associates Private Wealth Management helps clients explore opportunities to make an informed decision. https://t.co/hH2ny6Fqfe",2023/12/6 18:50,1.73247E+18,https://twitter.com/markminervini/status/1732472514712920213,,0,0,0,kawarthaNOW.com Â®,kawarthaNOW,Tue Jul 21 13:39:26 +0000 2009,17964,4172
"Sometimes, borrowing makes financial sense in the bigger picture. Take a look at these situations to help you decide if borrowing is the right move. https://t.co/ccPIfagBho",2023/12/6 18:45,1.73247E+18,https://twitter.com/markminervini/status/1732471339225649562,,0,0,0,Cheyenne Mtn Wealth Management,cheyennemtngrp,Thu Nov 02 20:15:49 +0000 2017,4,2
"We need YOUR help to be eligible for $20,000 from Clearfork Wealth Management! ____

All it takes is a tagged comment on a Facebook or LinkedIn post. __

FACEBOOK POST _¡ï_ https://t.co/gkNPUAEIUB
 
LINKEDIN POST _¡ï_ https://t.co/057gS0bh55

#ClearforkCares #CampFireFW #ThankYou https://t.co/5RLKDEwXAm",2023/12/6 18:45,1.73247E+18,https://twitter.com/markminervini/status/1732471273362502050,"ClearforkCares
CampFireFW
ThankYou",1,0,0,Camp Fire First Texas,CampFireFW,Thu Feb 26 23:57:43 +0000 2009,1088,1079
"As we approach the end of 2023, we share some valuable year-end planning tips to ensure that you conclude the year - feeling informed and prepared for what__ ahead. _ __ 

https://t.co/nCqXe4qxuz

#financialplanning #yearend #retirementplanning #wealthmanagement #estateplanning",2023/12/6 18:44,1.73247E+18,https://twitter.com/markminervini/status/1732470981535404094,"financialplanning
yearend
retirementplanning
wealthmanagement
estateplanning",0,0,0,Withum Wealth Mgt,WithumWealth,Wed Nov 16 00:05:48 +0000 2011,724,1120
We're excited to welcome the newest #MADEmember: 365 Wealth Management https://t.co/JsX9SAp03a,2023/12/6 18:43,1.73247E+18,https://twitter.com/markminervini/status/1732470751058411739,MADEmember,0,0,0,Mason Deerfield Chamber,madechamber,Tue Jun 29 18:10:55 +0000 2010,1124,452
What You Need To Know About Wealth Advisors - Forbes || #FindAFinancialAdvisor News Link Courtesy of Free Financial and Financial Risk Consultation with Akamai Wealth Management for all Hawaii Residents Whether You're Retiring or Searching for More_ https://t.co/WlixKxQqR0,2023/12/6 18:31,1.73247E+18,https://twitter.com/markminervini/status/1732467834339684462,FindAFinancialAdvisor,0,0,1,Akamai Wealth Management Daniel J. Turner,AkamaiWealth808,Fri Apr 14 18:35:50 +0000 2023,19,86
"4 steps to smarter investing: Expert TA, Fortune 500 SWOT, curated tech trends, all in quick reads. Transform your stocks portfolio with Money Mastery. #InvestmentInsights #TimeSaver",2023/11/7 09:15,1.72182E+18,https://twitter.com/markminervini/status/1721818757276864679,"InvestmentInsights
TimeSaver",74,12,9,Money Mastery,Money__Mastery,Mon Jul 03 17:35:19 +0000 2023,435,2
"LPL Financial launches 'Private Wealth Management' channel for advisors managing over $100M in client assets, attempting to compete with wirehouses.

Read more in Vol. 83 of the FINTRX Private Wealth Newsletter tomorrow! Subscribe: https://t.co/9VcjGbLGIW
https://t.co/s9Wav6R658",2023/12/6 18:40,1.73247E+18,https://twitter.com/markminervini/status/1732470194897908136,,0,0,0,FINTRX,FINTRX,Mon Jun 20 12:42:13 +0000 2011,1810,4256
"Discover financial empowerment with Guanill Wealth Management! 

Unlock the secrets to a brighter future with our comprehensive services, guiding you through retirement planning and more. 
____ Take the first step towards financial security and peace of mind. https://t.co/Dsxgcg7rhk",2023/12/6 18:38,1.73247E+18,https://twitter.com/markminervini/status/1732469617266663563,,0,0,0,"Ed Guanill, RFP, FRC",EdGuanill,Mon May 13 12:48:54 +0000 2019,36,238
"The future of #WealthManagement is dependant on ""Marketing to a New Crop of Investors"" so who better than @anthonystich (and his stylish new kicks), @johnellert, @MattHalloran_, @kdubs_waltrich and @ShannonRosic to show us the way? #MSUM23

You gotta be in this room! https://t.co/OnsUSBbSqu",2023/12/6 18:43,1.73247E+18,https://twitter.com/markminervini/status/1732470741655056653,"WealthManagement
MSUM23",13,0,2,Walter K Booker,wkb_mc,Wed Nov 19 19:11:20 +0000 2014,302,410
"Jon Foster is president and chief executive of Angeles Wealth Management, a national wealth-management firm serving generationally wealthy families.

In this exclusive #AdvisorViews feature, Foster delivers direct hits to the state of hedge funds. https://t.co/eppkepVsHV https://t.co/LBa3IK9QmK",2023/12/6 18:30,1.73247E+18,https://twitter.com/markminervini/status/1732467524011274529,AdvisorViews,0,1,0,etf.com,etfcom,Tue May 19 14:01:22 +0000 2009,31393,992
Imagine not using Instantly to reach thousands of ideal prospects every month _¤¯,2023/8/30 14:56,1.6969E+18,https://twitter.com/markminervini/status/1696899638048010623,,58,2,0,Reio | Instantly.ai,rsinstantly,Mon Mar 21 20:05:22 +0000 2022,4774,247
"Have you listened to this episode of the RIA Edge podcast with Lisa Salvi from Charles Schwab?

Listen in as the conversation sheds light on the essential role of strategic planning, mentorship programs and specialized roles in nurturing talent: https://t.co/qFXrN8bbEf https://t.co/xAuiLGk09u",2023/12/6 18:21,1.73247E+18,https://twitter.com/markminervini/status/1732465182763344209,,0,0,0,RIA Edge (Part of Wealth Management EDGE),RIA__Edge,Wed Oct 27 14:56:19 +0000 2021,148,20
"Iraqi Dinar Intel Guru Frank26 Updates, Investment, News, Opinions, and Intel (12-6-2023)
https://t.co/PQgRcOhldR
Acknowledged.[Bank story continued] FRANK26: ""Oh snap! You talked to the most perfect individual, the Wealth Management... https://t.co/2AHbx8HO8X",2023/12/6 18:20,1.73247E+18,https://twitter.com/markminervini/status/1732465117189550325,,0,0,0,Dinar Opinions,dinaropinions,Tue Nov 17 03:43:49 +0000 2015,414,5
Sir mam I got a perfect picture about the wealth management,2023/12/6 18:19,1.73246E+18,https://twitter.com/markminervini/status/1732464890659696874,,0,0,0,ravi shankar,rs1227654,Tue Jul 11 15:52:07 +0000 2023,3,50
"__ï¸ Join the wealth management conversation with Justin Dyer, CIO  Partner at @AWMCapital in our latest episode. Discover AWM's human-centered approach to wealth management for athletes, founders, and entrepreneurs. 

@GopiRangan @SureVentures https://t.co/mDKaxncGT0",2023/12/6 18:17,1.73246E+18,https://twitter.com/markminervini/status/1732464270661570714,,0,1,0,TheSureShotEntrepreneur,TheSSEPodcast,Fri Sep 10 17:55:48 +0000 2021,83,164
"Startup Founders know: Humans rule the earth because of their ability to

_ Cooperate in large numbers

_ Use technology to amplify Pack strengths

Learn how to scale by leveraging this: Read Form Your Own Pack for free
by Michael Devellano",2023/9/29 08:32,1.70767E+18,https://twitter.com/markminervini/status/1707674670999187842,,11,1,0,Founders Pack,thefounderspack,Sun Jun 05 18:17:52 +0000 2022,16980,6776
"Wealth Management + GenAI _ __utonomous Finance_

Generative AI has the potential to save advisors_ time by handling the more repetitive and labor-intensive aspects of their jobs.

https://t.co/iRYnTEYvus

via @FPrimeCapital @abdulsiciid @zoeytang1007 #JohnLin https://t.co/4lqP2YXOOF",2023/12/6 18:16,1.73246E+18,https://twitter.com/markminervini/status/1732464085940531323,JohnLin,2,0,1,Ron Pragides î¨,mrp,Thu Feb 04 21:21:59 +0000 2010,7836,787
"This week on The Living Market, Philip and IG tax expert AurÃ¨le Courcelles discuss ways to minimize taxes: https://t.co/dvs2T9wtth. Subscribe, rate and review now!

#livingmarket #philippetursson #IGlivingmarket #IGlivingmarketpodcast #taxplanning #tax #financialplanning #IG https://t.co/HszpPvnvkq",2023/12/6 18:14,1.73246E+18,https://twitter.com/markminervini/status/1732463578672742640,"livingmarket
philippetursson
IGlivingmarket
IGlivingmarketpodcast
taxplanning
tax
financialplanning
IG",0,0,0,"Charalambos Dritsas, RRCÂ®-IG Wealth Management",HDritsas,Sun Dec 28 06:05:21 +0000 2014,53,888
"LaGrange, IL: 

Outside Chicago last night, an autonomous group gathered at the home of Stacie Kuhlman, Midwest Regional President of Wealth Management for BNY Mellon bank. BNY Mellon__ investment portfolios have directly funded Elbit Systems, Israel__ largest weapons supplier. https://t.co/F3XV0JpB7b",2023/12/6 18:11,1.73246E+18,https://twitter.com/markminervini/status/1732462815284232408,,74,1,34,Jinx Press,JinxPress,Tue Dec 28 20:30:52 +0000 2021,8756,1096
"America may avoid a calamitous recession or depression in the years ahead. But if one does occur, bonds are the best insurance against it...
https://t.co/jGXtbyTCp6
#investing #investingtips #investingforall #InvestingAdvice #FinanceAct2023 #FinancialEducation #Financial",2023/12/6 18:11,1.73246E+18,https://twitter.com/markminervini/status/1732462659306488119,"investing
investingtips
investingforall
InvestingAdvice
FinanceAct2023
FinancialEducation
Financial",2,0,0,Investment Advisors __ Wealth Management NYC,INVESTING_NYC,Fri Jul 02 23:39:16 +0000 2021,1192,4744
"I love my #financialplanning #wealthmanagement #finance students. I relish spending time with them, inside  outside the classroom. Last night I relished getting together with my @Suffolk_U #retirementplanning  #estateplanning students at #UMass Club #Boston https://t.co/9YVLeKwqps",2023/12/6 18:09,1.73246E+18,https://twitter.com/markminervini/status/1732462210964689026,"financialplanning
wealthmanagement
finance
retirementplanning
estateplanning
UMass
Boston",1,0,0,"KASHIF A. AHMED, MBA, MSF, PGDMS, CFPÂ®",AmericanPWealth,Sat Nov 02 20:45:04 +0000 2013,971,104
"The lessons of ESG have been hard, but should remind investors in the sector of some of the basic facts of investing. https://t.co/smGIx5gNBk https://t.co/K45S0GZxNs",2023/12/6 18:08,1.73246E+18,https://twitter.com/markminervini/status/1732461997122347309,,0,0,0,Mindful Wealth Management,mindful_wealth,Thu Apr 08 21:27:57 +0000 2021,2,72
The consensus on economic forecasts for 2024 is that there is no consensus https://t.co/xPqKK7SaTF https://t.co/onIiNVcjXg,2023/12/6 18:08,1.73246E+18,https://twitter.com/markminervini/status/1732461954365636944,,0,0,0,Bob McCormick -IG Wealth Management,BobMcCormickCFP,Thu Sep 23 20:32:39 +0000 2021,0,0
"Sometimes, your inner voice that says, ""I can do it better"" is right. Here are three pieces of advice from a restaurateur who wants you to find similar success. https://t.co/cS8NOIp2E4 https://t.co/vqT18jhrRk",2023/12/6 18:08,1.73246E+18,https://twitter.com/markminervini/status/1732461949302997065,,0,0,0,"PRISM Wealth Management, LLC",PrismWealthMgmt,Sun Jul 10 20:18:45 +0000 2016,4,92
Prices of durables have been falling for five straight months. https://t.co/uPAy62lIlY https://t.co/fzcNpKGsvs,2023/12/6 18:07,1.73246E+18,https://twitter.com/markminervini/status/1732461712069034442,,0,0,0,"Warber Wealth Management, LLC",WarberWealth,Tue Sep 09 19:38:00 +0000 2014,9,40
"The opportunity to increase revenue, reduce cost and avoid risk through managing for sustainability is real. The smart investors know that _ and are acting on it. https://t.co/jY6fwBn3p6 https://t.co/yYaeDhSUUj",2023/12/6 18:06,1.73246E+18,https://twitter.com/markminervini/status/1732461560902135907,,0,0,0,"Charalambos Dritsas, RRCÂ®-IG Wealth Management",HDritsas,Sun Dec 28 06:05:21 +0000 2014,53,888
"The idea of ""inbox zero"" is much more than a myth _ it's doable. https://t.co/BE79srrKxn https://t.co/A9pegHsD2h",2023/12/6 18:06,1.73246E+18,https://twitter.com/markminervini/status/1732461431516233997,,0,0,0,"David Rowen, CFA, FRM, CIPM - IG Wealth Management",DavidRowenIG,Thu Mar 12 20:32:45 +0000 2020,0,14
"Charisma can be used for good, but it can also be used to manipulate and to deceive _ it has often been linked to narcissistic personality types, and even psychopaths. https://t.co/uPMvmuiBB3 https://t.co/lohmyot4jz",2023/12/6 18:05,1.73246E+18,https://twitter.com/markminervini/status/1732461350415147495,,0,0,0,Devin Kelly- IG Wealth Management,DevinKellyIG,Sat Apr 03 17:06:14 +0000 2021,9,36
Customers are finding there__ a downside to owning an electric vehicle: repair costs. https://t.co/Vib7r89cIE https://t.co/f6nk2oiu6T,2023/12/6 18:05,1.73246E+18,https://twitter.com/markminervini/status/1732461207586586686,,0,0,0,Escarpment Wealth Management,EscarpmentWM,Fri Jun 20 01:05:40 +0000 2014,106,202
